ASV domain phylum class order family genus species
ASV_3968 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales NA NA NA
ASV_3969 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia NA
ASV_3970 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_3971 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Terracidiphilus NA
ASV_3972 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_3973 Bacteria NA NA NA NA NA NA
ASV_3974 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_3975 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_3977 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_3979 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_3980 Bacteria Actinobacteriota Acidimicrobiia NA NA NA NA
ASV_3981 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_3982 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas NA
ASV_3983 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_3984 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium NA
ASV_3985 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_3987 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae MND1 NA
ASV_3989 Bacteria Myxococcota Myxococcia Myxococcales Anaeromyxobacteraceae Anaeromyxobacter NA
ASV_3990 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae GOUTA6 NA
ASV_3991 Bacteria NA NA NA NA NA NA
ASV_3992 Bacteria MBNT15 NA NA NA NA NA
ASV_3993 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_3994 Bacteria Planctomycetota Phycisphaerae Tepidisphaerales WD2101 soil group NA NA
ASV_3995 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_3996 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_3997 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_3998 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia NA
ASV_3999 Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Rhodobacter NA
ASV_4001 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_4002 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_4004 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_4005 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_4006 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae NA NA
ASV_4007 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4008 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA
ASV_4009 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium NA
ASV_4010 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_4012 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_4013 Bacteria Myxococcota Polyangia Polyangiales BIrii41 NA NA
ASV_4016 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4017 Bacteria Proteobacteria Gammaproteobacteria CCD24 NA NA NA
ASV_4018 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_4019 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA
ASV_4021 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4022 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA NA
ASV_4023 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA
ASV_4024 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4025 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA
ASV_4026 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA
ASV_4028 Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae NA NA
ASV_4029 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_4031 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_4032 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_4033 Bacteria NA NA NA NA NA NA
ASV_4034 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA
ASV_4035 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_4036 Bacteria Firmicutes Bacilli Paenibacillales Paenibacillaceae Paenibacillus NA
ASV_4037 Bacteria NA NA NA NA NA NA
ASV_4038 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4039 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_4040 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4041 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_4042 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4043 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_4044 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_4045 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_4046 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_4047 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4048 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_4049 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_4050 Bacteria Proteobacteria Gammaproteobacteria JG36-TzT-191 NA NA NA
ASV_4051 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4052 Bacteria Proteobacteria Alphaproteobacteria Azospirillales Inquilinaceae Inquilinus NA
ASV_4053 Bacteria Firmicutes Bacilli Bacillales Bacillaceae Oceanobacillus NA
ASV_4057 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_4058 Bacteria NA NA NA NA NA NA
ASV_4059 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4060 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_4061 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4062 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_4063 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Xiphinematobacteraceae Candidatus Xiphinematobacter NA
ASV_4064 Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Ktedonobacteraceae Thermosporothrix NA
ASV_4065 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Bosea NA
ASV_4066 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) NA NA
ASV_4067 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Gemmata NA
ASV_4069 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4070 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_4071 Bacteria Actinobacteriota Actinobacteria Micrococcales Cellulomonadaceae Cellulomonas NA
ASV_4072 Bacteria Proteobacteria Alphaproteobacteria Dongiales Dongiaceae Dongia NA
ASV_4073 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4076 Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae Oryzihumus NA
ASV_4077 Bacteria Actinobacteriota Actinobacteria Catenulisporales Actinospicaceae Actinospica NA
ASV_4078 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_4079 Bacteria Desulfobacterota Desulfuromonadia Geobacterales Geobacteraceae Geobacter NA
ASV_4080 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_4081 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA
ASV_4082 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas NA
ASV_4083 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_4084 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_4085 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Pedomicrobium NA
ASV_4086 Bacteria Bacteroidota Bacteroidia Cytophagales Cytophagaceae Cytophaga NA
ASV_4087 Bacteria Bdellovibrionota Oligoflexia 0319-6G20 NA NA NA
ASV_4088 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_4089 Bacteria Actinobacteriota NA NA NA NA NA
ASV_4090 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_4091 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales A21b NA NA
ASV_4092 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Polymorphobacter NA
ASV_4094 Bacteria NA NA NA NA NA NA
ASV_4095 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4096 Bacteria Firmicutes Bacilli NA NA NA NA
ASV_4097 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae NA NA
ASV_4099 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia NA
ASV_4100 Bacteria Firmicutes Bacilli Bacillales Bacillaceae Oceanobacillus NA
ASV_4101 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_4102 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4104 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Marmoricola NA
ASV_4107 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4109 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhodomicrobiaceae Rhodomicrobium NA
ASV_4110 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin063-1 NA
ASV_4111 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_4112 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_4113 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_4114 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_4115 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_4116 Bacteria Myxococcota Myxococcia Myxococcales NA NA NA
ASV_4118 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_4119 Bacteria Chloroflexi Ktedonobacteria C0119 NA NA NA
ASV_4120 Bacteria Myxococcota Polyangia Polyangiales Sandaracinaceae Sandaracinus NA
ASV_4121 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4122 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Solirubrobacter NA
ASV_4123 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter NA
ASV_4124 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales A21b NA NA
ASV_4125 Bacteria Actinobacteriota Acidimicrobiia NA NA NA NA
ASV_4126 Bacteria Actinobacteriota NA NA NA NA NA
ASV_4127 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae OLB12 NA
ASV_4128 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae NA NA
ASV_4130 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Terriglobus NA
ASV_4131 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_4133 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_4134 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_4135 Bacteria Firmicutes Bacilli Bacillales NA NA NA
ASV_4136 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_4137 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Dokdonella NA
ASV_4138 Bacteria Bacteroidota Bacteroidia Sphingobacteriales AKYH767 NA NA
ASV_4142 Bacteria Acidobacteriota Acidobacteriae NA NA NA NA
ASV_4143 Bacteria Proteobacteria Gammaproteobacteria JG36-TzT-191 NA NA NA
ASV_4144 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4145 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae NA NA
ASV_4146 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4148 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae NA NA
ASV_4149 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_4150 Bacteria Actinobacteriota Acidimicrobiia NA NA NA NA
ASV_4151 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Aureimonas NA
ASV_4152 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_4153 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4154 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA NA
ASV_4155 Bacteria Firmicutes Bacilli Bacillales NA NA NA
ASV_4156 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Ellin6055 NA
ASV_4157 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Acidipila NA
ASV_4158 Bacteria Actinobacteriota Actinobacteria Catenulisporales Catenulisporaceae Catenulispora NA
ASV_4159 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_4160 Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae NA NA
ASV_4161 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_4162 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae NA NA
ASV_4163 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4164 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA
ASV_4165 Bacteria Chloroflexi NA NA NA NA NA
ASV_4166 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4167 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_4168 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4169 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_4170 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_4171 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_4173 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter NA
ASV_4174 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_4175 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae NA NA
ASV_4177 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4178 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4179 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_4180 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4181 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4182 Bacteria Myxococcota Polyangia Polyangiales BIrii41 NA NA
ASV_4183 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4185 Bacteria Firmicutes Bacilli Paenibacillales Paenibacillaceae Cohnella NA
ASV_4186 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_4187 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia NA
ASV_4188 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_4189 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_4190 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4191 Bacteria Actinobacteriota NA NA NA NA NA
ASV_4192 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_4193 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA
ASV_4194 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4195 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae NA NA
ASV_4196 Bacteria NA NA NA NA NA NA
ASV_4197 Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae Tundrisphaera NA
ASV_4199 Bacteria Bacteroidota Bacteroidia Cytophagales NA NA NA
ASV_4200 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4201 Bacteria Firmicutes Bacilli Bacillales Bacillaceae Oceanobacillus NA
ASV_4202 Bacteria Proteobacteria Gammaproteobacteria WD260 NA NA NA
ASV_4204 Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae NA NA
ASV_4205 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Burkholderiaceae Burkholderia-Caballeronia-Paraburkholderia NA
ASV_4206 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae NA NA
ASV_4207 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_4208 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_4210 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_4211 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4214 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4215 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4216 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_4217 Bacteria Acidobacteriota Acidobacteriae NA NA Paludibaculum NA
ASV_4218 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Ellin6055 NA
ASV_4219 Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_4221 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiales Incertae Sedis Nordella NA
ASV_4222 Bacteria Myxococcota Polyangia Polyangiales BIrii41 NA NA
ASV_4223 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_4224 Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Ktedonobacteraceae Thermosporothrix NA
ASV_4225 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Polymorphobacter NA
ASV_4226 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4228 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae 1174-901-12 NA
ASV_4229 Bacteria NA NA NA NA NA NA
ASV_4231 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_4232 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_4233 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_4234 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Pedobacter NA
ASV_4235 Bacteria Proteobacteria Alphaproteobacteria Dongiales Dongiaceae Dongia NA
ASV_4236 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_4237 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4238 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) NA NA
ASV_4239 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia NA
ASV_4241 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_4242 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4243 Bacteria Chloroflexi KD4-96 NA NA NA NA
ASV_4244 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_4245 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales NA NA NA
ASV_4246 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_4247 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_4248 Bacteria NA NA NA NA NA NA
ASV_4249 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_4250 Bacteria NA NA NA NA NA NA
ASV_4251 Bacteria Bdellovibrionota Oligoflexia 0319-6G20 NA NA NA
ASV_4252 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4253 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae NA NA
ASV_4255 Bacteria Chloroflexi KD4-96 NA NA NA NA
ASV_4256 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae NA NA
ASV_4257 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4258 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_4259 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
ASV_4260 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4261 Bacteria Firmicutes Desulfitobacteriia Desulfitobacteriales Desulfitobacteriaceae Desulfosporosinus NA
ASV_4262 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Pseudorhodoplanes NA
ASV_4263 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4264 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_4265 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4267 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Duganella NA
ASV_4268 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_4269 Bacteria Actinobacteriota NA NA NA NA NA
ASV_4270 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Hyphomicrobium NA
ASV_4271 Bacteria Acidobacteriota Acidobacteriae Subgroup 2 NA NA NA
ASV_4272 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Rhizorhapis NA
ASV_4273 Bacteria Proteobacteria Gammaproteobacteria PLTA13 NA NA NA
ASV_4274 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4275 Bacteria NA NA NA NA NA NA
ASV_4278 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Labraceae Labrys NA
ASV_4279 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales A21b NA NA
ASV_4282 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_4283 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_4284 Bacteria Proteobacteria Alphaproteobacteria Reyranellales Reyranellaceae Reyranella NA
ASV_4286 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_4287 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_4288 Bacteria NA NA NA NA NA NA
ASV_4289 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
ASV_4290 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4291 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_4292 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4293 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae Pseudonocardia NA
ASV_4294 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4295 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_4298 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_4299 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_4300 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_4301 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae NA NA
ASV_4302 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_4303 Bacteria Chloroflexi TK10 NA NA NA NA
ASV_4304 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhodomicrobiaceae Rhodomicrobium NA
ASV_4305 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Chitinibacteraceae NA NA
ASV_4306 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_4307 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA
ASV_4308 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Edaphobaculum NA
ASV_4309 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
