ASV domain phylum class order family genus species
ASV_4310 Bacteria NA NA NA NA NA NA
ASV_4311 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales A0839 NA NA
ASV_4312 Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Ktedonobacteraceae Ktedonobacter NA
ASV_4313 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_4314 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4315 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4316 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales NA NA NA
ASV_4317 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_4318 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Occallatibacter NA
ASV_4320 Bacteria Actinobacteriota Actinobacteria Catenulisporales Catenulisporaceae Catenulispora NA
ASV_4321 Bacteria Actinobacteriota Actinobacteria Frankiales Nakamurellaceae Nakamurella NA
ASV_4322 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_4323 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4324 Bacteria Acidobacteriota Acidobacteriae Subgroup 2 NA NA NA
ASV_4325 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_4326 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4327 Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae NA NA
ASV_4328 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4329 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_4330 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_4331 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4332 Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae NA NA
ASV_4333 Bacteria NA NA NA NA NA NA
ASV_4334 Bacteria Actinobacteriota Actinobacteria Frankiales Nakamurellaceae Nakamurella NA
ASV_4335 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides NA
ASV_4336 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA
ASV_4337 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_4338 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4340 Bacteria Proteobacteria Alphaproteobacteria Dongiales Dongiaceae Dongia NA
ASV_4343 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
ASV_4345 Bacteria NA NA NA NA NA NA
ASV_4346 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_4347 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Pseudolabrys NA
ASV_4348 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter NA
ASV_4349 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodoplanes NA
ASV_4350 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_4351 Bacteria NA NA NA NA NA NA
ASV_4352 Bacteria Chloroflexi TK10 NA NA NA NA
ASV_4353 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_4354 Bacteria Firmicutes Bacilli NA NA NA NA
ASV_4355 Bacteria Myxococcota Polyangia Polyangiales Phaselicystidaceae Phaselicystis NA
ASV_4356 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Herbaspirillum NA
ASV_4357 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4358 Bacteria Myxococcota Polyangia NA NA NA NA
ASV_4360 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_4362 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Amnibacterium NA
ASV_4364 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA NA
ASV_4365 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_4366 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4367 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4368 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylobacterium-Methylorubrum NA
ASV_4369 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae Devosia NA
ASV_4370 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Chitinophaga NA
ASV_4371 Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae Kineosporia NA
ASV_4374 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae NA NA
ASV_4375 Bacteria Bacteroidota Bacteroidia Sphingobacteriales AKYH767 NA NA
ASV_4376 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae NA NA
ASV_4377 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_4378 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4379 Bacteria MBNT15 NA NA NA NA NA
ASV_4380 Bacteria MBNT15 NA NA NA NA NA
ASV_4381 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_4383 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_4384 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA
ASV_4385 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_4386 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_4387 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA
ASV_4388 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_4389 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4390 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA
ASV_4391 Bacteria Proteobacteria Gammaproteobacteria Cellvibrionales Cellvibrionaceae Cellvibrio NA
ASV_4392 Bacteria NA NA NA NA NA NA
ASV_4393 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4394 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_4395 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_4396 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Sutterellaceae AAP99 NA
ASV_4397 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Hyphomicrobium NA
ASV_4398 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4399 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4400 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Bosea NA
ASV_4401 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides NA
ASV_4402 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_4404 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_4405 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_4406 Bacteria Acidobacteriota Acidobacteriae NA NA NA NA
ASV_4407 Bacteria Acidobacteriota Vicinamibacteria Subgroup 17 NA NA NA
ASV_4408 Bacteria Verrucomicrobiota Verrucomicrobiae Opitutales Opitutaceae Opitutus NA
ASV_4409 Bacteria Chloroflexi TK10 NA NA NA NA
ASV_4410 Bacteria Acidobacteriota Subgroup 22 NA NA NA NA
ASV_4411 Bacteria NB1-j NA NA NA NA NA
ASV_4412 Bacteria Fibrobacterota Fibrobacteria Fibrobacterales Fibrobacteraceae possible genus 04 NA
ASV_4413 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae NA NA
ASV_4414 Bacteria Bdellovibrionota Oligoflexia 0319-6G20 NA NA NA
ASV_4415 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4416 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4417 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_4419 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae [Aquaspirillum] arcticum group NA
ASV_4422 Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Ktedonobacteraceae HSB OF53-F07 NA
ASV_4425 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA
ASV_4426 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae Streptacidiphilus NA
ASV_4427 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA NA
ASV_4428 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4429 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_4430 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_4431 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4432 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4433 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_4434 Bacteria Acidobacteriota Holophagae Subgroup 7 NA NA NA
ASV_4435 Bacteria NA NA NA NA NA NA
ASV_4436 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae NA NA
ASV_4438 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter NA
ASV_4440 Bacteria Myxococcota Polyangia Polyangiales BIrii41 NA NA
ASV_4441 Bacteria NA NA NA NA NA NA
ASV_4442 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_4443 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Niastella NA
ASV_4444 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA
ASV_4445 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Pseudolabrys NA
ASV_4447 Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae Aquisphaera NA
ASV_4448 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter NA
ASV_4449 Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae NA NA
ASV_4450 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4451 Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae NA NA
ASV_4452 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae OLB12 NA
ASV_4453 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_4454 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium NA
ASV_4456 Bacteria MBNT15 NA NA NA NA NA
ASV_4457 Bacteria Planctomycetota Phycisphaerae Tepidisphaerales WD2101 soil group NA NA
ASV_4458 Bacteria NA NA NA NA NA NA
ASV_4459 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_4460 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4461 Bacteria Firmicutes Bacilli Alicyclobacillales Alicyclobacillaceae Tumebacillus NA
ASV_4462 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_4463 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_4464 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae OLB12 NA
ASV_4465 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Plot4-2H12 NA
ASV_4466 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_4467 Bacteria Actinobacteriota Actinobacteria Micrococcales Intrasporangiaceae NA NA
ASV_4468 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_4469 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylobacterium-Methylorubrum NA
ASV_4470 Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae OLB12 NA
ASV_4471 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_4472 Bacteria Proteobacteria Alphaproteobacteria Dongiales Dongiaceae Dongia NA
ASV_4474 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_4475 Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae NA NA
ASV_4476 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4477 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4478 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA
ASV_4479 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA
ASV_4480 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Polymorphobacter NA
ASV_4481 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4482 Bacteria Bacteroidota Bacteroidia Sphingobacteriales env.OPS 17 NA NA
ASV_4483 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4484 Bacteria Proteobacteria Alphaproteobacteria Reyranellales Reyranellaceae Reyranella NA
ASV_4485 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae NA NA
ASV_4486 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4487 Bacteria Actinobacteriota Actinobacteria Catenulisporales Catenulisporaceae Catenulispora NA
ASV_4488 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4489 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4490 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4491 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Luedemannella NA
ASV_4492 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_4494 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium NA
ASV_4495 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4496 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4497 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_4498 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Polymorphobacter NA
ASV_4499 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_4500 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA
ASV_4501 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_4502 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_4503 Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae NA NA
ASV_4504 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4505 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA
ASV_4506 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4507 Bacteria Firmicutes Bacilli Bacillales Bacillaceae NA NA
ASV_4508 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium NA
ASV_4509 Bacteria Actinobacteriota Thermoleophilia NA NA NA NA
ASV_4510 Bacteria Firmicutes Bacilli Bacillales NA NA NA
ASV_4511 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_4513 Bacteria Actinobacteriota Actinobacteria Micrococcales NA NA NA
ASV_4514 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Parafilimonas NA
ASV_4515 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Xiphinematobacteraceae Candidatus Xiphinematobacter NA
ASV_4516 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_4517 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA
ASV_4518 Bacteria Actinobacteriota Actinobacteria Streptosporangiales Streptosporangiaceae Streptosporangium NA
ASV_4519 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_4520 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4521 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_4522 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides NA
ASV_4525 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_4526 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Burkholderiaceae Pandoraea NA
ASV_4527 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4528 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae NA NA
ASV_4529 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_4531 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Labraceae Labrys NA
ASV_4532 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_4533 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) NA NA
ASV_4534 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_4536 Bacteria NA NA NA NA NA NA
ASV_4537 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_4539 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Burkholderiaceae Cupriavidus NA
ASV_4540 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae mle1-7 NA
ASV_4541 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA
ASV_4542 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4543 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_4544 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Bosea NA
ASV_4545 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_4548 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_4550 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_4551 Bacteria Actinobacteriota NA NA NA NA NA
ASV_4553 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae NA NA
ASV_4554 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_4555 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_4557 Bacteria Verrucomicrobiota Verrucomicrobiae Opitutales Opitutaceae Lacunisphaera NA
ASV_4558 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Kribbella NA
ASV_4559 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA
ASV_4560 Bacteria Myxococcota Polyangia Polyangiales BIrii41 NA NA
ASV_4561 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae NA NA
ASV_4562 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA NA
ASV_4563 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_4564 Bacteria Myxococcota Polyangia Polyangiales Phaselicystidaceae Phaselicystis NA
ASV_4565 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4566 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_4567 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_4568 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_4569 Bacteria Acidobacteriota Acidobacteriae NA NA NA NA
ASV_4570 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_4571 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Terriglobus NA
ASV_4572 Bacteria Bacteroidota Bacteroidia Cytophagales NA NA NA
ASV_4573 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylobacterium-Methylorubrum NA
ASV_4574 Bacteria NA NA NA NA NA NA
ASV_4575 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_4576 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Pseudolabrys NA
ASV_4577 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_4578 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
