ASV kingdom phylum class order family genus species
ASV_2470 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_2471 Fungi NA NA NA NA NA NA
ASV_2472 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_ellisii
ASV_2473 Fungi Basidiomycota Agaricomycetes NA NA NA NA
ASV_2474 Fungi Ascomycota Sordariomycetes Coniochaetales NA NA Coniochaetales_sp
ASV_2475 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2476 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Hymenoscyphus Hymenoscyphus_tetracladius
ASV_2477 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2478 Fungi Ascomycota Leotiomycetes NA NA NA Leotiomycetes_sp
ASV_2483 Fungi Basidiomycota Tremellomycetes Tremellales Trimorphomycetaceae Saitozyma Saitozyma_podzolica
ASV_2484 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2485 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Cladophialophora Cladophialophora_minutissima
ASV_2487 Fungi Ascomycota Pezizomycetes Pezizales Pyronemataceae Cheilymenia Cheilymenia_sp
ASV_2488 Fungi NA NA NA NA NA NA
ASV_2489 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2490 Fungi Ascomycota Sordariomycetes Chaetosphaeriales Chaetosphaeriaceae NA Chaetosphaeriaceae_sp
ASV_2492 Fungi Basidiomycota Tremellomycetes Filobasidiales Piskurozymaceae Solicoccozyma Solicoccozyma_terricola
ASV_2493 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae Pezicula Pezicula_ericae
ASV_2494 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_2495 Fungi Ascomycota NA NA NA NA NA
ASV_2496 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_2497 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_2500 Fungi Ascomycota NA NA NA NA NA
ASV_2501 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA Clavariaceae_sp
ASV_2502 Fungi Rozellomycota NA NA NA NA Rozellomycota_sp
ASV_2503 Fungi NA NA NA NA NA NA
ASV_2505 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2506 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Allophylaria Allophylaria_subliciformis
ASV_2507 Fungi Glomeromycota NA NA NA NA Glomeromycota_sp
ASV_2508 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavaria NA
ASV_2511 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA Chaetothyriales_sp
ASV_2513 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_2514 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2516 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2520 Fungi NA NA NA NA NA Fungi_sp
ASV_2521 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2522 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2523 Fungi Ascomycota Dothideomycetes Pleosporales Didymosphaeriaceae Paraphaeosphaeria NA
ASV_2524 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena NA
ASV_2525 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_2526 Fungi Ascomycota Dothideomycetes Pleosporales Melanommataceae Pleotrichocladium Pleotrichocladium_opacum
ASV_2527 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2528 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_2530 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_2534 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena Mycena_rebaudengoi
ASV_2535 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae NA NA
ASV_2536 Fungi Basidiomycota Agaricomycetes Agaricales Cortinariaceae Cortinarius NA
ASV_2537 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreaceae Trichoderma NA
ASV_2538 Fungi Ascomycota Leotiomycetes Phacidiales Phacidiaceae Gremmenia Gremmenia_infestans
ASV_2539 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_2541 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2542 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_2543 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces NA
ASV_2545 Fungi Basidiomycota Agaricomycetes Agaricales NA NA NA
ASV_2546 Fungi Basidiomycota Agaricomycetes NA NA NA NA
ASV_2547 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2548 Fungi Ascomycota NA NA NA NA NA
ASV_2549 Fungi Ascomycota Dothideomycetes Pleosporales Massarinaceae Stagonospora Stagonospora_trichophoricola
ASV_2550 Fungi Ascomycota NA NA NA NA NA
ASV_2551 Fungi NA NA NA NA NA Fungi_sp
ASV_2552 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2553 Fungi Basidiomycota Tremellomycetes Tremellales NA NA NA
ASV_2554 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavaria NA
ASV_2555 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Glarea Glarea_sp
ASV_2556 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2557 Fungi Ascomycota Sordariomycetes Sordariales NA NA NA
ASV_2560 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_2561 Fungi Basidiomycota Agaricomycetes Agaricales Hygrophoraceae Hygrocybe Hygrocybe_subpapillata
ASV_2564 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Flagelloscypha Flagelloscypha_minutissima
ASV_2565 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2566 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_2567 Fungi Ascomycota Leotiomycetes NA NA NA Leotiomycetes_sp
ASV_2569 Fungi Ascomycota NA NA NA NA NA
ASV_2572 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2573 Fungi Ascomycota Dothideomycetes Pleosporales Pleosporaceae Drechslera Drechslera_sp
ASV_2577 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_2578 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae NA Hyaloscyphaceae_sp
ASV_2579 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2580 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Amphinema NA
ASV_2581 Fungi Ascomycota Sordariomycetes Sordariales Chaetomiaceae NA NA
ASV_2582 Fungi Ascomycota NA NA NA NA NA
ASV_2584 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Athelopsis Athelopsis_lembospora
ASV_2585 Fungi Ascomycota Dothideomycetes Capnodiales Extremaceae NA Extremaceae_sp
ASV_2586 Fungi Ascomycota Dothideomycetes Venturiales Sympoventuriaceae Fusicladium Fusicladium_fagi
ASV_2587 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA NA
ASV_2588 Fungi Ascomycota Archaeorhizomycetes NA NA NA NA
ASV_2589 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella NA
ASV_2590 Fungi Chytridiomycota Rhizophydiomycetes Rhizophydiales Rhizophydiaceae Rhizophydium Rhizophydium_sp
ASV_2593 Fungi Ascomycota NA NA NA NA NA
ASV_2594 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2595 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena Mycena_flavoalba
ASV_2596 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_2597 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_2599 Fungi Ascomycota Dothideomycetes Pleosporales Leptosphaeriaceae NA NA
ASV_2600 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2601 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2604 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_2605 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2607 Fungi Ascomycota Xylonomycetes GS34 NA NA GS34_sp
ASV_2608 Fungi Ascomycota NA NA NA NA NA
ASV_2609 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae Rhizophagus NA
ASV_2610 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_2611 Fungi Ascomycota Sordariomycetes Hypocreales NA NA Hypocreales_sp
ASV_2614 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_2616 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA NA
ASV_2620 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_sp
ASV_2621 Fungi Glomeromycota NA NA NA NA Glomeromycota_sp
ASV_2624 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Mycosymbioces Mycosymbioces_sp
ASV_2625 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2626 Fungi Ascomycota Dothideomycetes Pleosporales Sporormiaceae NA NA
ASV_2627 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Exophiala NA
ASV_2628 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae NA Helotiaceae_sp
ASV_2629 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae NA Hyaloscyphaceae_sp
ASV_2630 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_2631 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2632 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena NA
ASV_2633 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_2634 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2635 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA NA
ASV_2636 Fungi Glomeromycota NA NA NA NA Glomeromycota_sp
ASV_2637 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_2638 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2639 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_2640 Fungi Ascomycota Leotiomycetes Helotiales Myxotrichaceae Oidiodendron NA
ASV_2641 Fungi Ascomycota NA NA NA NA NA
ASV_2643 Fungi Ascomycota Dothideomycetes Pleosporales Didymosphaeriaceae Paraphaeosphaeria Paraphaeosphaeria_sp
ASV_2644 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_2645 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_2646 Fungi Ascomycota Eurotiomycetes NA NA NA NA
ASV_2647 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA NA
ASV_2648 Fungi Rozellomycota NA NA NA NA Rozellomycota_sp
ASV_2649 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae NA NA
ASV_2650 Fungi Ascomycota Sordariomycetes Coniochaetales Coniochaetaceae NA NA
ASV_2651 Fungi Ascomycota Sordariomycetes Sordariales NA NA Sordariales_sp
ASV_2652 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena Mycena_olivaceomarginata
ASV_2653 Fungi NA NA NA NA NA Fungi_sp
ASV_2654 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Neobulgaria Neobulgaria_sp
ASV_2655 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_2656 Fungi Ascomycota Dothideomycetes Pleosporales Melanommataceae NA NA
ASV_2657 Fungi Ascomycota NA NA NA NA NA
ASV_2658 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae Apodus Apodus_deciduus
ASV_2659 Fungi Ascomycota NA NA NA NA NA
ASV_2660 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium Penicillium_bilaiae
ASV_2661 Fungi Ascomycota Eurotiomycetes Onygenales Onygenaceae Auxarthron Auxarthron_umbrinum
ASV_2662 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreaceae Trichoderma NA
ASV_2663 Fungi Ascomycota NA NA NA NA NA
ASV_2666 Fungi NA NA NA NA NA NA
ASV_2667 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_2668 Fungi Ascomycota Leotiomycetes Phacidiales Phacidiaceae Gremmenia Gremmenia_infestans
ASV_2670 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2671 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_sp
ASV_2673 Fungi Ascomycota NA NA NA NA NA
ASV_2674 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA NA
ASV_2675 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_2677 Fungi Ascomycota Sordariomycetes NA NA NA Sordariomycetes_sp
ASV_2678 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae NA NA
ASV_2679 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2680 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_2681 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2682 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2683 Fungi Ascomycota Pezizomycetes Pezizales Pyronemataceae Trichophaea Trichophaea_sp
ASV_2685 Fungi Basidiomycota Tremellomycetes Tremellales Tremellaceae Filobasidiella Filobasidiella_sp
ASV_2687 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_globulifera
ASV_2688 Fungi Ascomycota Sordariomycetes Chaetosphaeriales Chaetosphaeriaceae Dinemasporium Dinemasporium_morbidum
ASV_2689 Fungi Ascomycota Sordariomycetes NA NA NA NA
ASV_2690 Fungi Ascomycota Sordariomycetes Glomerellales Glomerellaceae Colletotrichum Colletotrichum_graminicola
ASV_2692 Fungi Ascomycota Dothideomycetes Pleosporales Sporormiaceae NA NA
ASV_2694 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Hymenoscyphus Hymenoscyphus_sp
ASV_2695 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2696 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena NA
ASV_2697 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2698 Fungi Ascomycota Sordariomycetes Hypocreales NA NA Hypocreales_sp
ASV_2699 Fungi NA NA NA NA NA Fungi_sp
ASV_2701 Fungi Ascomycota Dothideomycetes Pleosporales NA NA Pleosporales_sp
ASV_2702 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium Penicillium_sp
ASV_2703 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae Setophoma Setophoma_sp
ASV_2704 Fungi Ascomycota Dothideomycetes Pleosporales Phaeosphaeriaceae NA NA
ASV_2705 Fungi Ascomycota Dothideomycetes Pleosporales Melanommataceae NA NA
ASV_2706 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA NA
ASV_2707 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_2708 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_2709 Fungi Ascomycota Leotiomycetes Phacidiales Phacidiaceae Gremmenia Gremmenia_infestans
ASV_2710 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae NA NA
ASV_2711 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella NA
ASV_2713 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2714 Fungi Ascomycota Dothideomycetes Pleosporales Cucurbitariaceae Pyrenochaeta Pyrenochaeta_sp
ASV_2716 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Meliniomyces Meliniomyces_sp
ASV_2717 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae NA Hyaloscyphaceae_sp
ASV_2718 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_2719 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis Leohumicola NA
ASV_2721 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_2722 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA Lasiosphaeriaceae_sp
ASV_2723 Fungi Basidiomycota Agaricomycetes Agaricales Stephanosporaceae NA Stephanosporaceae_sp
ASV_2724 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2725 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2726 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_2727 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2728 Fungi Glomeromycota NA NA NA NA Glomeromycota_sp
ASV_2729 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_sp
ASV_2730 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena NA
ASV_2731 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_2733 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis Cadophora Cadophora_sp
ASV_2734 Fungi Ascomycota Dothideomycetes NA NA NA Dothideomycetes_sp
ASV_2735 Fungi Basidiomycota Agaricomycetes Tremellodendropsidales NA NA Tremellodendropsidales_sp
ASV_2736 Fungi Basidiomycota Agaricomycetes Trechisporales NA NA Trechisporales_sp
ASV_2739 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA Sebacinales_sp
ASV_2741 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2743 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2744 Fungi NA NA NA NA NA NA
ASV_2745 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_sp
ASV_2746 Fungi NA NA NA NA NA Fungi_sp
ASV_2747 Fungi Ascomycota Leotiomycetes NA NA NA Leotiomycetes_sp
ASV_2748 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae Pezicula Pezicula_rhizophila
ASV_2749 Fungi NA NA NA NA NA NA
ASV_2750 Fungi Ascomycota Leotiomycetes Helotiales Vibrisseaceae Phialocephala NA
ASV_2751 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2752 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Gyoerffyella Gyoerffyella_sp
ASV_2753 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2754 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae NA NA
ASV_2755 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Hyaloscypha Hyaloscypha_sp
ASV_2758 Fungi Ascomycota Sordariomycetes Hypocreales Ophiocordycipitaceae Tolypocladium Tolypocladium_album
ASV_2764 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2766 Fungi Basidiomycota Agaricomycetes Agaricales NA NA NA
ASV_2767 Fungi Ascomycota NA NA NA NA NA
ASV_2768 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_2769 Fungi Basidiomycota Agaricomycetes Agaricales NA NA Agaricales_sp
ASV_2770 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae Mollisia Mollisia_sp
ASV_2771 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_2773 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2774 Fungi Basidiomycota Agaricomycetes Cantharellales Tulasnellaceae NA Tulasnellaceae_sp
ASV_2776 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2778 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA NA
ASV_2780 Fungi Basidiomycota Agaricomycetes Agaricales Hygrophoraceae Hygrocybe Hygrocybe_cantharellus
ASV_2781 Fungi Ascomycota Sordariomycetes Hypocreales Clavicipitaceae NA Clavicipitaceae_sp
ASV_2783 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Alatospora NA
ASV_2784 Fungi NA NA NA NA NA NA
ASV_2785 Fungi Ascomycota Sordariomycetes Sordariales NA NA Sordariales_sp
ASV_2786 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2787 Fungi Ascomycota Lecanoromycetes NA NA NA NA
ASV_2788 Fungi Ascomycota NA NA NA NA NA
ASV_2789 Fungi Ascomycota Dothideomycetes Pleosporales Didymellaceae Neoascochyta Neoascochyta_desmazieri
ASV_2790 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2791 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_lateritia
ASV_2794 Fungi Basidiomycota Agaricomycetes Agaricales Entolomataceae Entoloma Entoloma_chalybaeum
ASV_2796 Fungi Basidiomycota Agaricomycetes NA NA NA Agaricomycetes_sp
ASV_2797 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_globulifera
ASV_2799 Fungi NA NA NA NA NA Fungi_sp
ASV_2800 Fungi Ascomycota NA NA NA NA NA
ASV_2801 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA NA
ASV_2802 Fungi Ascomycota Dothideomycetes Acrospermales Acrospermaceae Oomyces Oomyces_carneoalbus
ASV_2803 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_2804 Fungi Ascomycota Dothideomycetes Venturiales Venturiaceae Cylindrosympodium Cylindrosympodium_sp
ASV_2805 Fungi Ascomycota Sordariomycetes Hypocreales NA NA Hypocreales_sp
ASV_2806 Fungi Basidiomycota Tremellomycetes Holtermanniales Holtermanniales_fam_Incertae_sedis Holtermanniella NA
ASV_2808 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae NA NA
ASV_2810 Fungi Ascomycota Lecanoromycetes Lecanorales Cladoniaceae Cladonia Cladonia_decorticata
ASV_2811 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA Ceratobasidiaceae_sp
ASV_2812 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_2813 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA NA
ASV_2815 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2816 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_2820 Fungi Mucoromycota Mucoromycetes Mucorales Mucoraceae Mucor NA
ASV_2822 Fungi Ascomycota Dothideomycetes Capnodiales Extremaceae NA Extremaceae_sp
ASV_2825 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena NA
ASV_2826 Fungi Ascomycota Leotiomycetes Helotiales Sclerotiniaceae Clarireedia Clarireedia_bennettii
ASV_2830 Fungi Ascomycota NA NA NA NA NA
ASV_2834 Fungi Ascomycota NA NA NA NA NA
ASV_2837 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA Ceratobasidiaceae_sp
ASV_2838 Fungi Ascomycota NA NA NA NA NA
ASV_2839 Fungi NA NA NA NA NA NA
ASV_2840 Fungi Ascomycota Dothideomycetes Venturiales Venturiaceae NA Venturiaceae_sp
ASV_2841 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_sp
ASV_2843 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae NA NA
ASV_2845 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2846 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Cladophialophora NA
ASV_2847 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2848 Fungi Ascomycota Dothideomycetes Capnodiales NA NA Capnodiales_sp
ASV_2849 Fungi Basidiomycota Agaricomycetes Agaricales Entolomataceae Entoloma Entoloma_chalybeum
ASV_2850 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavaria Clavaria_falcata
ASV_2851 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2852 Fungi Basidiomycota Microbotryomycetes Leucosporidiales NA NA NA
ASV_2853 Fungi Ascomycota Sordariomycetes Sordariales Chaetomiaceae NA NA
ASV_2854 Fungi Ascomycota NA NA NA NA NA
ASV_2855 Fungi Ascomycota Eurotiomycetes Verrucariales Verrucariaceae NA NA
ASV_2857 Fungi NA NA NA NA NA NA
ASV_2859 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_2860 Fungi Ascomycota Dothideomycetes Pleosporales Massarinaceae NA NA
ASV_2861 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_2862 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_2865 Fungi Basidiomycota Agaricomycetes Agaricales Lycoperdaceae Bovista NA
ASV_2869 Fungi Basidiomycota Agaricomycetes Geastrales NA NA Geastrales_sp
ASV_2872 Fungi Ascomycota Sordariomycetes Magnaporthales Magnaporthaceae Slopeiomyces Slopeiomyces_cylindrosporus
ASV_2873 Fungi Ascomycota Dothideomycetes Capnodiales Extremaceae NA Extremaceae_sp
ASV_2874 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_2876 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae Cladophialophora Cladophialophora_minutissima
ASV_2877 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula NA
ASV_2878 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_2879 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum Lachnum_carneolum
ASV_2880 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2881 Fungi Ascomycota NA NA NA NA NA
ASV_2883 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_2884 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_2886 Fungi Basidiomycota Agaricomycetes Agaricales Inocybaceae Inocybe Inocybe_cincinnata
